epoch,train_loss,val_loss,val_accuracy,val_macro_f1
1,0.04932568073893587,0.00797909964740029,0.9980246913580247,0.9980246913580247
2,0.03517908635132092,0.011657850730898645,0.997037037037037,0.9970399245038785
3,0.03447663728011927,0.009958248515886226,0.9975308641975309,0.9975330373607346
4,0.034882138126995414,0.010493210369077133,0.9975308641975309,0.9975308303268906
5,0.03390812779815557,0.011043963909287413,0.997037037037037,0.9970369785082175
6,0.03264595074724639,0.010247974134472315,0.9975308641975309,0.9975308303268906
7,0.032788908768658684,0.008512728914752188,0.9980246913580247,0.9980246740163426
8,0.03225474892077424,0.007239009147440356,0.9980246913580247,0.9980246913580247
